"accession","length","submission_date","host","country_original","collection_date","Month","year","SeqLength","Codons","BadCodons","CodonPairs","Stops","CpC","Y.Bias","X.Bias","ApG","GpA","GTG.Bias","ACT.Bias","T.Bias","brApG","brCpU","F.Bias","V.Bias","CCA.Bias","ATT.Bias","CTT.Bias","S.Bias","brGpC","GpC","N.Bias","W.Bias","brGpA","NonBrGpC","ApA","NonBrCpA","CTA.Bias","CTG.Bias","NonBrGpG","G.Bias","GCA.Bias","AGC.Bias","NonBrCpG","ATA.Bias","CpG","C.Bias","NonBrUpC","K.Bias","GGA.Bias","brApU","P.Bias","E.Bias","Q.Bias","M.Bias","NonBrUpU","CGA.Bias","NonBrUpA","AGT.Bias","UpC","ApU","brGpU","L.Bias"
"KM233058",18850,"18/11/2014","Homo sapiens","Sierra Leone","10/06/2014",6,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.89754059,0.046710287,0.013631407,0.923801239,0.94171504,1.020340123,1.292506708,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.068149705,0.969873119,0.575699233,0.10087241
"KM233059",18791,"18/11/2014","Homo sapiens","Sierra Leone","12/06/2014",6,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.89754059,0.046710287,0.013631407,0.923801239,0.94171504,1.020340123,1.292506708,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.068149705,0.969873119,0.575699233,0.10087241
"KM233060",18711,"18/11/2014","Homo sapiens","Sierra Leone","14/06/2014",6,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.89754059,0.046710287,0.013631407,0.923801239,0.94171504,1.020340123,1.292506708,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.068149705,0.969873119,0.575699233,0.10087241
"KM233061",18890,"18/11/2014","Homo sapiens","Sierra Leone","10/06/2014",6,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79689813,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.75428919,0.897298404,0.046710287,0.013631407,0.923801239,0.941460934,1.020340123,1.292157948,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.554688406,0.217391304,0.602813374,0.01653944,0.991506219,0.051981098,0.383386581,0.814682981,0.054889131,0.054162123,0.050163577,0.01653944,1.322036831,0.180555556,0.574059286,0.237410072,1.067058158,0.970103056,0.575912692,0.10087241
"KM233062",18937,"18/11/2014","Homo sapiens","Sierra Leone","11/06/2014",6,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.89754059,0.046710287,0.013631407,0.923801239,0.94171504,1.020340123,1.292506708,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.068149705,0.969873119,0.575699233,0.10087241
"KM233063",18955,"18/11/2014","Homo sapiens","Sierra Leone","12/06/2014",6,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.89754059,0.046710287,0.013631407,0.923801239,0.94171504,1.020340123,1.292506708,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.068149705,0.969873119,0.575699233,0.10087241
"KM233064",18803,"18/11/2014","Homo sapiens","Sierra Leone","14/06/2014",6,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.89754059,0.046710287,0.013631407,0.923801239,0.94171504,1.020340123,1.292506708,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.068149705,0.969873119,0.575699233,0.10087241
"KM233065",18925,"18/11/2014","Homo sapiens","Sierra Leone","12/06/2014",6,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79689813,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.75428919,0.897298404,0.046710287,0.013631407,0.923801239,0.941460934,1.020340123,1.292157948,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.554688406,0.217391304,0.602813374,0.01653944,0.991506219,0.051981098,0.383386581,0.814682981,0.054889131,0.054162123,0.050163577,0.01653944,1.322036831,0.180555556,0.574059286,0.237410072,1.067058158,0.970103056,0.575912692,0.10087241
"KM233066",18876,"18/11/2014","Homo sapiens","Sierra Leone","13/06/2014",6,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79689813,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.75428919,0.897298404,0.046710287,0.013631407,0.923801239,0.941460934,1.020340123,1.292157948,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.554688406,0.217391304,0.602813374,0.01653944,0.991506219,0.051981098,0.383386581,0.814682981,0.054889131,0.054162123,0.050163577,0.01653944,1.322036831,0.180555556,0.574059286,0.237410072,1.067058158,0.970103056,0.575912692,0.10087241
"KM233067",18910,"18/11/2014","Homo sapiens","Sierra Leone","15/06/2014",6,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79689813,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.75428919,0.897298404,0.046710287,0.013631407,0.923801239,0.941460934,1.020340123,1.292157948,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.554688406,0.217391304,0.602813374,0.01653944,0.991506219,0.051981098,0.383386581,0.814682981,0.054889131,0.054162123,0.050163577,0.01653944,1.322036831,0.180555556,0.574059286,0.237410072,1.067058158,0.970103056,0.575912692,0.10087241
"KM233068",18925,"18/11/2014","Homo sapiens","Sierra Leone","16/06/2014",6,2014,16506,5502,0,5493,0,1.046133549,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79689813,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.75428919,0.897298404,0.046710287,0.013631407,0.923801239,0.941460934,1.020340123,1.292157948,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.554688406,0.217391304,0.602813374,0.01653944,0.991506219,0.051981098,0.383386581,0.814682981,0.054889131,0.054162123,0.050163577,0.01653944,1.322036831,0.180555556,0.574059286,0.237410072,1.067058158,0.970103056,0.575912692,0.10087241
"KM233069",18958,"18/11/2014","Homo sapiens","Sierra Leone","12/06/2014",6,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.01873194,1.116811491,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.897794132,0.046710287,0.013631407,0.923801239,0.941981061,1.021234707,1.29225036,0.144144144,0.171171171,1.064915972,0.056888404,0.356083086,0.12470024,0.554994853,0.217391304,0.603146409,0.01653944,0.991538759,0.05216285,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.181184669,0.573809392,0.237410072,1.068149705,0.96968076,0.575699233,0.10087241
"KM233070",18959,"18/11/2014","Homo sapiens","Sierra Leone","14/06/2014",6,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.01873194,1.116811491,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.897794132,0.046710287,0.013631407,0.923801239,0.941981061,1.021234707,1.29225036,0.144144144,0.171171171,1.064915972,0.056888404,0.356083086,0.12470024,0.554994853,0.217391304,0.603146409,0.01653944,0.991538759,0.05216285,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.181184669,0.573809392,0.237410072,1.068149705,0.96968076,0.575699233,0.10087241
"KM233071",18901,"18/11/2014","Homo sapiens","Sierra Leone","12/06/2014",6,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.89754059,0.046710287,0.013631407,0.923801239,0.94171504,1.020340123,1.292506708,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.068149705,0.969873119,0.575699233,0.10087241
"KM233072",18949,"18/11/2014","Homo sapiens","Sierra Leone","14/06/2014",6,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.89754059,0.046710287,0.013631407,0.923801239,0.94171504,1.020340123,1.292506708,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.068149705,0.969873119,0.575699233,0.10087241
"KM233073",18912,"18/11/2014","Homo sapiens","Sierra Leone","14/06/2014",6,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.89754059,0.046710287,0.013631407,0.923801239,0.94171504,1.020340123,1.292506708,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.068149705,0.969873119,0.575699233,0.10087241
"KM233074",18890,"18/11/2014","Homo sapiens","Sierra Leone","14/06/2014",6,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.020380122,1.117515129,0.200657895,0.262529833,0.076154126,1.145561383,0.797232821,0.04525627,0.055252635,0.390728477,0.464396285,0.200361011,0.075790622,0.754894443,0.897794132,0.046710287,0.013631407,0.923592919,0.941981061,1.019530971,1.291994114,0.144404332,0.171480144,1.064915972,0.056888404,0.356083086,0.12470024,0.554994853,0.219814241,0.603146409,0.01653944,0.991773832,0.051981098,0.383386581,0.814188034,0.054889131,0.054162123,0.050163577,0.01653944,1.320645213,0.180555556,0.574995579,0.237410072,1.068402941,0.970494719,0.576132842,0.100690658
"KM233075",18931,"18/11/2014","Homo sapiens","Sierra Leone","14/06/2014",6,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.019485864,1.116623809,0.203278689,0.262529833,0.076154126,1.143178607,0.79693733,0.04525627,0.055434387,0.390728477,0.464174455,0.2,0.075790622,0.754317748,0.89728719,0.046710287,0.013631407,0.921177404,0.941449169,1.02074506,1.292763158,0.144144144,0.171171171,1.063713697,0.056888404,0.356083086,0.12470024,0.554681474,0.218068536,0.60280584,0.01653944,0.991538759,0.051981098,0.383386581,0.81462863,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.574037094,0.237410072,1.068149705,0.969288881,0.575479333,0.10087241
"KM233076",18811,"18/11/2014","Homo sapiens","Sierra Leone","14/06/2014",6,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.89754059,0.046710287,0.013631407,0.923801239,0.94171504,1.020340123,1.292506708,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.068149705,0.969873119,0.575699233,0.10087241
"KM233077",18897,"18/11/2014","Homo sapiens","Sierra Leone","15/06/2014",6,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.89754059,0.046710287,0.013631407,0.923801239,0.94171504,1.020340123,1.292506708,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.068149705,0.969873119,0.575699233,0.10087241
"KM233078",18912,"18/11/2014","Homo sapiens","Sierra Leone","15/06/2014",6,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.89754059,0.046710287,0.013631407,0.923801239,0.94171504,1.020340123,1.292506708,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.068149705,0.969873119,0.575699233,0.10087241
"KM233079",18870,"18/11/2014","Homo sapiens","Sierra Leone","15/06/2014",6,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.89754059,0.046710287,0.013631407,0.923801239,0.94171504,1.020340123,1.292506708,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.068149705,0.969873119,0.575699233,0.10087241
"KM233080",18945,"18/11/2014","Homo sapiens","Sierra Leone","15/06/2014",6,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.019485864,1.116623809,0.203278689,0.262529833,0.076154126,1.143178607,0.79693733,0.04525627,0.055434387,0.390728477,0.464174455,0.2,0.075790622,0.754317748,0.89728719,0.046710287,0.013631407,0.921177404,0.941449169,1.02074506,1.292763158,0.144144144,0.171171171,1.063713697,0.056888404,0.356083086,0.12470024,0.554681474,0.218068536,0.60280584,0.01653944,0.991538759,0.051981098,0.383386581,0.81462863,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.574037094,0.237410072,1.068149705,0.969288881,0.575479333,0.10087241
"KM233081",18925,"18/11/2014","Homo sapiens","Sierra Leone","15/06/2014",6,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.89754059,0.046710287,0.013631407,0.923801239,0.94171504,1.020340123,1.292506708,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.068149705,0.969873119,0.575699233,0.10087241
"KM233082",18812,"18/11/2014","Homo sapiens","Sierra Leone","15/06/2014",6,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.89754059,0.046710287,0.013631407,0.923801239,0.94171504,1.020340123,1.292506708,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.068149705,0.969873119,0.575699233,0.10087241
"KM233083",18773,"18/11/2014","Homo sapiens","Sierra Leone","20/06/2014",6,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.89754059,0.046710287,0.013631407,0.923801239,0.94171504,1.020340123,1.292506708,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.068149705,0.969873119,0.575699233,0.10087241
"KM233084",18921,"18/11/2014","Homo sapiens","Sierra Leone","15/06/2014",6,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.89754059,0.046710287,0.013631407,0.923801239,0.94171504,1.020340123,1.292506708,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.068149705,0.969873119,0.575699233,0.10087241
"KM233085",18882,"18/11/2014","Homo sapiens","Sierra Leone","15/06/2014",6,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.89754059,0.046710287,0.013631407,0.923801239,0.94171504,1.020340123,1.292506708,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.068149705,0.969873119,0.575699233,0.10087241
"KM233086",18830,"18/11/2014","Homo sapiens","Sierra Leone","15/06/2014",6,2014,16506,5502,0,5493,0,1.043652334,0.029625591,0.001635769,1.019369262,1.117421114,0.203947368,0.262529833,0.076154126,1.142920439,0.797272178,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754923047,0.897782906,0.046710287,0.013631407,0.923520533,0.941969282,1.019935427,1.29259924,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.554987914,0.217391304,0.603138867,0.01653944,0.990222098,0.051981098,0.383386581,0.814133566,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.574973306,0.237410072,1.06738127,0.96968076,0.575699233,0.10087241
